class,labels,alternative_terms,comments,definitions,editor_notes,has_broad_synonyms,has_exact_synonyms,has_narrow_synonyms,has_related_synonyms,hasSynonyms,in_subsets,superclasses,adjacent to,bearer of,composed primarily of,contained in,derives from,derives into,existence starts during or after,formed as result of,functionally related to,has characteristic,has developmental contribution from,has function,has increased levels of,has part,has quality,has role,http://www.w3.org/2000/01/rdf-schema#subClassOf,located in,mereotopologically related to,output of,overlaps,part of,partially surrounded by,participates in,relation between physical entity and a process or stage,surrounded by
ENVO_00005744,allotment garden soil,,,Soil which is part of an allotment garden.,,,,,,,,ENVO_00002263,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|garden soil|allotment garden soil,anthropogenic geographic feature|garden,anthropogenic geographic feature|garden|pedosphere|sand|clay|allotment garden|silt,,anthropogenic geographic feature|garden|pedosphere|clay|sand|allotment garden|silt,anthropogenic geographic feature|garden|pedosphere|allotment garden,,,,
ENVO_00005746,savanna soil,,,A portion of soil which is found in a savanna.,,,,,,,,ENVO_00005750,,porous|porosity,,terrestrial biome|terrestrial ecosystem,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|grassland soil|savanna soil,terrestrial biome|terrestrial ecosystem|grassland area|savanna|vegetated area,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005747,compost soil,,,Soil which is derived from compost.,,,,,,,,ENVO_00001998,,porous|porosity,,,manure|compost,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|compost soil,,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005748,dry soil,,,Soil which has little to no water content and in which minerals and other soluble chemical entities have either bonded or become adsorbed to sold particles due to insufficient water availability.,,,,,,,,ENVO_00001998,,porous|dry|porosity,,,,,,,,porous|porosity|dry,,,,clay|sand|silt,porous|porosity|dry,,soil|dry soil,,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005749,farm soil,,,A portion of soil which is part of a cropland or a rangeland biome.,,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|farm soil,,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005750,grassland soil,,,A portion of soil which is found in a grassland.,,,,,,,,ENVO_00001998,,porous|porosity,,terrestrial biome|terrestrial ecosystem,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|grassland soil,terrestrial biome|terrestrial ecosystem|grassland area|vegetated area,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005751,jungle soil,,,Soil which is part of a densely forested area subject to tropical climate patterns.,,,,,,,,ENVO_00001998,,porous|porosity,,terrestrial biome|terrestrial ecosystem,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|jungle soil,terrestrial biome|terrestrial ecosystem|vegetated area,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005752,sawah soil,,,"Soil which is part of a sawah, a wet or irrigated rice field.",,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|sawah soil,,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005753,urea enriched soil,,,A portion of urea enriched soil is a portion of soil with elevated levels of urea.,,,,,,,,ENVO_00003082,,porous|porosity,,,,,,,,porous|porosity,,,amide|urea|primary amide,clay|sand|silt|amide|urea|primary amide,porous|porosity,,soil|enriched soil|urea enriched soil,,pedosphere|clay|sand|silt|amide|urea|primary amide,,pedosphere|clay|sand|silt|amide|urea|primary amide,pedosphere,,,,
ENVO_00005754,fertilized soil,,,Soil which has been amended with fertilizers.,,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|fertilized soil,,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005755,field soil,,,Soil which is part of an agricultural field.,,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|field soil,,agricultural field|field|pedosphere|sand|clay|silt,,agricultural field|field|pedosphere|clay|sand|silt,agricultural field|field|pedosphere,,,,
ENVO_00005756,lawn soil,,,Soil which is formulated to promote the growth of grasses or other plants used to establish managed areas of vegetation.,,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|lawn soil,,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005757,bacteria enriched soil,,,A portion of bacteria enriched soil is a portion of soil with elevated bacterial abundance.,,,,,,,,ENVO_00003082,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|enriched soil|bacteria enriched soil,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005758,alluvial swamp soil,,,A portion of alluvial soil which is part of a swamp ecosystem.,,,,,,,,ENVO_00002871,,porous|porosity,,,,,,water flow process|erosion,water flow process|erosion,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|alluvial soil|alluvial swamp soil,,pedosphere|clay|sand|swamp ecosystem|silt|wetland ecosystem,water flow process|erosion,pedosphere|clay|sand|swamp ecosystem|silt|wetland ecosystem,pedosphere|swamp ecosystem|wetland ecosystem,,water flow process|erosion,,
ENVO_00005759,alluvial paddy field soil,,,Alluvial soil whichi is part of a paddy field.,,,,,,,,ENVO_00002871; ENVO_00005740,,porous|porosity,,,,,,water flow process|erosion,water flow process|erosion,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|paddy field soil|field soil|alluvial soil|agricultural soil|alluvial paddy field soil,,paddy field|agricultural field|agricultural ecosystem|field|anthropogenic environment|anthropised ecosystem|pedosphere|clay|sand|silt,water flow process|erosion,paddy field|agricultural field|agricultural ecosystem|field|anthropogenic environment|pedosphere|anthropised ecosystem|clay|sand|silt,paddy field|anthropogenic environment|agricultural field|agricultural ecosystem|field|anthropised ecosystem|pedosphere,,water flow process|erosion,,
ENVO_00005760,burned soil,,,Soil which has been transformed through a combustion process.,,,,,burnt soil,,,ENVO_00001998,,porous|porosity,,,,,,,aerosol formation process|thermolysis|combustion process,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|burned soil,,pedosphere|sand|clay|silt,aerosol formation process|combustion process|thermolysis,pedosphere|clay|sand|silt,pedosphere,,aerosol formation process|thermolysis|combustion process,,
ENVO_00005761,meadow soil,,,Soil which is part of a meadow.,,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|meadow soil,,meadow ecosystem|grassland ecosystem|terrestrial ecosystem|pedosphere|sand|clay|silt,,meadow ecosystem|pedosphere|grassland ecosystem|terrestrial ecosystem|clay|sand|silt,meadow ecosystem|terrestrial ecosystem|grassland ecosystem|pedosphere,,,,
ENVO_00005762,chloropicrin enriched soil,,,A portion of chloropicrin enriched soil is a portion of soil with elevated levels of chloropicrin.,,,,,,,,ENVO_00003082,,porous|porosity,,,,,,,,porous|porosity,,,organochlorine compound|chloropicrin|chlorine molecular entity,clay|sand|silt|halogen|organochlorine compound|chloropicrin|chlorine molecular entity|chlorine atom,porous|porosity,,soil|enriched soil|chloropicrin enriched soil,,pedosphere|clay|sand|silt|halogen|organochlorine compound|chloropicrin|chlorine molecular entity|chlorine atom,,pedosphere|clay|sand|silt|organochlorine compound|chloropicrin|chlorine molecular entity|chlorine atom|halogen,pedosphere,,,,
ENVO_00005763,humus-rich acidic ash soil,,,"Soil which 1) has increased levels of humus, 2) has low pH levels, 3) has increased levels of mineral ash.",,,,,,,,ENVO_00003082,,porous|porosity,,,,,,,,porous|porosity,,,humus|ash|soil organic matter,clay|sand|silt|humus|ash|soil organic matter,porous|porosity,,soil|enriched soil|humus-rich acidic ash soil,,soil|pedosphere|clay|sand|silt|humus|ash|soil organic matter,,soil|pedosphere|clay|sand|silt|humus|ash|soil organic matter,pedosphere,,,,
ENVO_00005764,pond soil,,,Soil which is adjacent to a pond.,,,,,,,,ENVO_00001998,pond,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|pond soil,,pedosphere|sand|clay|pond|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005765,frozen compost soil,,,Compost soil which is frozen.,,,,,,,,ENVO_01001526; ENVO_00005747,,porous|porosity|frozen,,,manure|compost,,,,,porous|porosity|frozen,,,,clay|sand|silt,porous|porosity|frozen,,soil|compost soil|frozen soil|frozen compost soil,,pedosphere|frozen land|clay|sand|silt,,pedosphere|frozen land|clay|sand|silt,pedosphere|frozen land,,,,
ENVO_00005766,limed soil,,"Common liming agents include calcium- and magnesium-rich materials in various forms, including marl, chalk, limestone, burnt lime or hydrated lime. Liming often improves plant growth and increases the activity of soil bacteria, but oversupply may result in harm to plant life.
Liming can also improve aggregate stability on clay soils. For this purpose structure lime, products containing calcium oxide (CaO) or hydroxide (Ca(OH)2) in mixes with calcium carbonate (CaCO3), are often used. Structure liming can reduce losses of clay and nutrients from soil aggregates.",Soil which has been amended with mineral additives to increase its pH.,,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|limed soil,,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005767,manured soil,,,"Soil which has, as a part, a portion of either fresh or processed animal manure.",,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,sand|clay|silt,porous|porosity,,soil|manured soil,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005768,orchid soil,,,"Soil which has properties to which plants in the Family Orchidaceae have adapted, including increased levels of aeration and drainage.",,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,sand|clay|silt,porous|porosity,,soil|orchid soil,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005769,mountain forest soil,,,Soil which is part of a forest growing on a mountain.,,,,,,,,ENVO_00005786; ENVO_00002261,,porous|porosity,,terrestrial biome|terrestrial ecosystem,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|upland soil|forest soil|mountain forest soil,terrestrial biome|terrestrial ecosystem|woodland area|forested area|vegetated area,elevated landform|mount|landform|pedosphere|clay|sand|silt|mountain,,elevated landform|mount|pedosphere|landform|clay|sand|mountain|silt,elevated landform|mount|landform|pedosphere|mountain,,,,
ENVO_00005770,beech forest soil,,,Soil which is part of a forest whose communites of arborescent plants are dominated the genus Fagus.,,,,,,,,ENVO_00002261,,porous|porosity,,terrestrial biome|terrestrial ecosystem,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|forest soil|beech forest soil,terrestrial biome|terrestrial ecosystem|woodland area|forested area|vegetated area,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005771,muddy soil,,,"Soil which is composed of a large proportion of mud, thus having properties resembling mud.",,,,,,,,ENVO_00001998,,porous|porosity,mud,,,,,,,porous|porosity,,,,soil|liquid water|sand|clay|silt|mud,porous|porosity,,soil|muddy soil,,soil|pedosphere|clay|sand|liquid water|silt|mud,,soil|pedosphere|clay|liquid water|sand|silt|mud,pedosphere,,,,
ENVO_00005772,orchard soil,,,Soil in which trees from an orchard grow.,,,,,,,,ENVO_00005749,,porous|porosity,,anthropogenic environment|anthropogenic terrestrial biome|cropland biome|terrestrial biome|terrestrial ecosystem|cropland ecosystem|anthropised ecosystem,,,,,,porous|porosity,,,,sand|clay|silt,porous|porosity,,soil|farm soil|orchard soil,farm|anthropogenic environment|orchard|plantation|agricultural ecosystem|terrestrial biome|anthropogenic terrestrial biome|cropland biome|cropland ecosystem|terrestrial ecosystem|anthropised ecosystem,farm|orchard|plantation|agricultural ecosystem|terrestrial biome|anthropogenic environment|anthropogenic terrestrial biome|cropland biome|cropland ecosystem|terrestrial ecosystem|anthropised ecosystem|pedosphere|clay|sand|silt,,farm|orchard|plantation|agricultural ecosystem|terrestrial biome|anthropogenic environment|anthropogenic terrestrial biome|cropland biome|pedosphere|cropland ecosystem|terrestrial ecosystem|anthropised ecosystem|clay|sand|silt,farm|anthropogenic environment|orchard|plantation|agricultural ecosystem|terrestrial biome|pedosphere|anthropogenic terrestrial biome|cropland biome|terrestrial ecosystem|cropland ecosystem|anthropised ecosystem,,,,
ENVO_00005773,pasture soil,,,"Soil which is found in a pasture and in which vegetation, such as the grass used for the grazing of ungulates, grows.",,,,,,,,ENVO_00001998,,porous|porosity,,farm|anthropogenic environment|agricultural ecosystem|anthropogenic terrestrial biome|terrestrial biome|terrestrial ecosystem|anthropised ecosystem,,,,,,porous|porosity,,,,sand|clay|silt,porous|porosity,,soil|pasture soil,farm|anthropogenic environment|agricultural ecosystem|terrestrial biome|anthropogenic terrestrial biome|grassland ecosystem|terrestrial ecosystem|anthropised ecosystem|pasture,pedosphere|sand|clay|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005774,peat soil,,,A histosol which is formed by the decomposition of vegetation or organic matter.,,turf,,,peat,,,ENVO_00002243,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|histosol|peat soil,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005775,salt contaminated soil,,,Soil which has elevated concentrations of sodium chloride.,,,,,salty soil,,,ENVO_00002116,,porous|porosity|osmolarity|increased osmolarity,,,,,,,,porous|porosity|osmolarity|increased osmolarity,,,salt|chlorine molecular entity|sodium chloride,clay|sand|silt|salt|halogen|chlorine molecular entity|chlorine atom|sodium chloride|chloride,porous|porosity|osmolarity|increased osmolarity,,soil|enriched soil|salt contaminated soil|contaminated soil,,pedosphere|clay|sand|silt|salt|halogen|sodium chloride|chlorine molecular entity|chloride|chlorine atom,,pedosphere|clay|sand|silt|salt|chlorine molecular entity|sodium chloride|chloride|chlorine atom|halogen,pedosphere,,,,
ENVO_00005776,peaty paddy field soil,,,Paddy field soil which has increased levels of peat.,,,,,,,,ENVO_00003082; ENVO_00005740,,porous|porosity,,,,,,,,porous|porosity,,,soil|histosol|peat soil,soil|clay|sand|silt|histosol|peat soil,porous|porosity,,soil|enriched soil|paddy field soil|field soil|agricultural soil|peaty paddy field soil,,soil|paddy field|agricultural field|agricultural ecosystem|anthropogenic environment|field|pedosphere|anthropised ecosystem|clay|sand|silt|histosol|peat soil,,soil|paddy field|agricultural field|agricultural ecosystem|field|anthropogenic environment|pedosphere|anthropised ecosystem|clay|sand|silt|histosol|peat soil,paddy field|anthropogenic environment|agricultural field|agricultural ecosystem|field|anthropised ecosystem|pedosphere,,,,
ENVO_00005777,steppe soil,,,A portion of soil which is found in a steppe.,,,,,,,,ENVO_00005750,,porous|porosity,,terrestrial biome|terrestrial ecosystem,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|grassland soil|steppe soil,terrestrial biome|terrestrial ecosystem|grassland area|steppe|vegetated area,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_00005778,tropical soil,,,Soil which is part of a tropical environment.,,,,,,,,ENVO_00001998,,porous|porosity,,,,,,,,porous|porosity,,,,sand|clay|silt,porous|porosity,,soil|tropical soil,,tropical environment|pedosphere|sand|clay|silt,,tropical environment|pedosphere|clay|sand|silt,tropical environment|pedosphere,,,,
ENVO_00005779,vegetable garden soil,,,Garden soil which is part of a garden used for the cultivation of vegetables.,,,,,,,,ENVO_00002263,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|vegetable garden soil|garden soil,anthropogenic geographic feature|garden,anthropogenic geographic feature|garden|pedosphere|clay|sand|silt,,anthropogenic geographic feature|garden|pedosphere|clay|sand|silt,anthropogenic geographic feature|garden|pedosphere,,,,
